user_id,artistname,trackname,playlistname,artist_clean,track_clean,id,play_count,has_variant,valence,energy,danceability,acousticness,tempo,loudness,instrumentalness,speechiness,liveness,genres,popularity,year,mode,explicit
353c6da2e8cf3d01945c9edbd5d30f4f,Colin Firth,Our Last Summer,Starred,colin firth,our last summer,7bFmXanwZQm6BMV9Nka6Hk,1.0,False,0.433,0.459,0.635,0.246,96.056,-7.343,0.0,0.0244,0.259,['hollywood'],63,2008,1,0
3554e2a52d1cc8642bb4effb6a02e3da,Eminem,So Much Better,Starred,eminem,so much better,5SiZJoLXp3WOl3J4C8IK0d,1.0,True,0.195,0.623,0.6709999999999999,0.00998,75.055,-7.1610000000000005,7.55e-06,0.308,0.643,"['detroit hip hop', 'hip hop', 'rap']",70,2020,1,1
369726d4e9eb559dcd0465f0cc849012,Datsik,Syndrome,Mix for Programmer,datsik,syndrome,2qWmhNijVdy7cWeDfOnqEl,1.0,True,0.162,0.853,0.255,1.29e-05,175.208,-5.166,0.608,0.186,0.197,"['brostep', 'canadian electronic', 'edm', 'electro house', 'electronic trap']",50,2012,1,0
369726d4e9eb559dcd0465f0cc849012,Orbital,Halcyon And On And On,Mix for Programmer,orbital,halcyon and on and on,1kV6GsEtVGmPehcGpmYtnr,1.0,True,0.66,0.72,0.603,0.0075,140.991,-12.956,0.936,0.0295,0.096,"['big beat', 'breakbeat', 'electronica', 'hardcore techno', 'intelligent dance music', 'rave']",44,1996,0,0
369726d4e9eb559dcd0465f0cc849012,The Prodigy,Smack My Bitch Up,Mix for Programmer,the prodigy,smack my bitch up,6g7krsyHvkNzoIeHYPq36T,1.0,True,0.55,0.7859999999999999,0.574,0.0002,120.016,-8.322000000000001,0.7809999999999999,0.0681,0.333,"['big beat', 'breakbeat', 'hardcore techno', 'rave']",40,1997,0,0
370a91305ba005d2aea3c062667e7654,Croatia Squad,The Conductor - Original Mix,mano,croatia squad,the conductor - original mix,2Unnf1gEgtMKpODPGogXsk,1.0,True,0.7879999999999999,0.726,0.8320000000000001,0.00426,122.003,-4.265,0.147,0.0732,0.387,"['deep groove house', 'edm', 'electro house', 'house', 'pop dance', 'progressive house']",0,2015,1,0
370a91305ba005d2aea3c062667e7654,Disclosure,When A Fire Starts To Burn,mano,disclosure,when a fire starts to burn,1ZqeykOaDmjkldzs7XGR4b,1.0,True,0.603,0.735,0.679,0.23,107.998,-6.218,0.602,0.136,0.148,"['house', 'pop', 'uk dance']",62,2018,0,0
370a91305ba005d2aea3c062667e7654,Lana Del Rey,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix,mano,lana del rey,summertime sadness [lana del rey vs. cedric gervais] - cedric gervais remix,25Mld9UGdMqXYDU2x8l3ld,1.0,True,0.21,0.114,0.234,0.968,189.986,-19.136,0.00391,0.0366,0.103,"['art pop', 'pop']",57,2020,0,0
37d1aae95387ef133e8c59942cfb4351,Alexis Weissenberg,Suite bergamasque (1987 Digital Remaster): Clair de lune,Curtida no Rádio,alexis weissenberg,suite bergamasque (1987 digital remaster): clair de lune,0qCf6uHKkPpTSjvCFJt9L6,1.0,True,0.0393,0.00674,0.235,0.987,56.64,-32.343,0.845,0.0504,0.0719,"['classical', 'impressionism', 'post-romantic era']",42,1986,1,0
37d1aae95387ef133e8c59942cfb4351,Brad Mehldau,When It Rains,Starred,brad mehldau,when it rains,5x0knlH4sCOHjw2GjEZPEB,1.0,True,0.303,0.255,0.455,0.7020000000000001,79.76100000000002,-18.989,0.894,0.0492,0.0591,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz fusion', 'jazz piano', 'modern jazz piano', 'vocal jazz']",38,1995,1,0
37d1aae95387ef133e8c59942cfb4351,Leif Ove Andsnes,"Concerto for Piano and Orchestra No. 5 in E-Flat Major, Op. 73: II. Adagio un poco moto - attacca",Starred,leif ove andsnes,"concerto for piano and orchestra no. 5 in e-flat major, op. 73: ii. adagio un poco moto - attacca",32zeSRwL0fJ6HQrA7LxNwm,1.0,True,0.128,0.0402,0.4,0.989,148.183,-24.799,0.946,0.0361,0.116,"['classical', 'early romantic era', 'polish classical']",43,1992,1,0
37d1aae95387ef133e8c59942cfb4351,Yiruma,Passing By - Original,Starred,yiruma,passing by - original,6L6TuOAEZHf93tJULIjQrj,1.0,True,0.0472,0.0725,0.377,0.993,67.547,-22.218000000000004,0.912,0.0584,0.174,"['neo-classical', 'new age piano']",55,2013,0,0
37e0611727f621917b52208205e3915d,Aleks Syntek,Sólo el Amor Nos Salvará,danix2012,aleks syntek,sólo el amor nos salvará,1AAjTcCp9v9g8bQM4fJDiF,1.0,True,0.482,0.754,0.475,0.0474,76.94,-4.9460000000000015,0.0,0.0294,0.546,"['latin', 'latin alternative', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'rock en espanol']",55,2007,1,0
38ab406ca1054db8c46001c20488fe83,Calvin Harris,Thinking About You - Laidback Luke Remix,Starred,calvin harris,thinking about you - laidback luke remix,4eLickYfaahOILYVlEpLzx,1.0,True,0.4320000000000001,0.693,0.591,0.0051,131.005,-6.564,0.123,0.032,0.293,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",40,2009,1,0
38b44e9afbf7a17d438f2f1f71489d20,Ane Brun,True Colors,True Colors,ane brun,true colors,4JaoU6fL2Ifz2gDyFYtpiP,1.0,True,0.198,0.133,0.579,0.951,127.507,-12.863,0.00332,0.0384,0.138,"['melancholia', 'norwegian pop', 'norwegian singer-songwriter']",58,2013,0,0
38b44e9afbf7a17d438f2f1f71489d20,Enrique Iglesias,I Like How It Feels,I Like How It Feels,enrique iglesias,i like how it feels,79FDnWT8TJS0V1zBlUZ6ZK,1.0,True,0.254,0.368,0.508,0.442,135.91899999999998,-8.907,0.000288,0.033,0.0969,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",42,1995,1,0
39024e277017ef1ed0084bc2a7b6a549,Rosana,Magia - feat. Jesús Navarro de Reik,Magia - feat. Jesús Navarro de Reik,rosana,magia - feat. jesús navarro de reik,7nK3q1GgJDxlWfCwtiLV5a,1.0,True,0.728,0.8690000000000001,0.6729999999999999,0.513,119.106,-4.566,0.0,0.0975,0.157,"['cantautor', 'latin', 'latin pop', 'mexican pop', 'musica canaria', 'nueva cancion', 'spanish pop']",68,1996,1,0
3938ccbd50061c9caf64b34f510347fd,Bee Gees,Stayin' Alive (Remastered Album Version),Liked from Radio,bee gees,stayin' alive (remastered album version),4T5Y25pWs2pVZVcFIqFuf8,1.0,True,0.96,0.852,0.7040000000000001,0.0283,122.969,-6.521,0.352,0.0302,0.625,"['adult standards', 'disco', 'mellow gold', 'soft rock']",48,2009,1,0
3938ccbd50061c9caf64b34f510347fd,Queen,Bohemian Rhapsody,Liked from Radio,queen,bohemian rhapsody,1PRsCgYtkgFaKgFMlry3Gr,1.0,True,0.123,0.408,0.522,0.555,119.446,-7.472,0.0,0.0294,0.095,"['classic rock', 'glam rock', 'rock']",43,2011,0,0
39657554df4a37150a50b22ffbf6abbb,Culture Club,Love Is Love,I miei brani di Shazam,culture club,love is love,4cswb13Sn7wueZ6Vgqeyyw,1.0,True,0.433,0.399,0.742,0.131,100.46,-13.07,0.0,0.0359,0.321,"['dance rock', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",38,1993,0,0
39657554df4a37150a50b22ffbf6abbb,George Benson,Lady Love Me - Remastered,I miei brani di Shazam,george benson,lady love me - remastered,2bvXAQdMYHZCPRJeVsAsa4,1.0,True,0.928,0.504,0.633,0.483,101.662,-19.682,0.856,0.0349,0.0337,"['adult standards', 'disco', 'jazz funk', 'jazz guitar', 'motown', 'quiet storm', 'smooth jazz', 'soft rock', 'soul', 'soul jazz', 'yacht rock']",30,1987,0,0
39657554df4a37150a50b22ffbf6abbb,Lorde,Royals,I miei brani di Shazam,lorde,royals,4YBDSEzVNQbvCvVIWNtruF,1.0,True,0.126,0.382,0.664,0.239,123.214,-9.977,0.00763,0.047,0.0943,"['art pop', 'dance pop', 'metropopolis', 'nz pop', 'pop', 'pop dance']",58,2017,1,0
39c20b78120188dfab3e80ac1359a4e0,DMX,Lord Give Me a Sign,Liked from Radio,dmx,lord give me a sign,4cFsDgicbYDZTmlJjkv4qC,1.0,True,0.484,0.725,0.706,0.0017399999999999,174.44400000000005,-4.537,0.000318,0.296,0.1689999999999999,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",40,2003,0,1
3a2ef8349e4abfaa285b4266a99ce9c5,Pulp,Babies,Canela en rama,pulp,babies,5pcDlqgygjWQ75QYLM7mdL,1.0,True,0.214,0.627,0.279,0.0991,97.051,-9.419,2.09e-06,0.0323,0.11,"['bubblegrunge', 'chicago indie', 'indie garage rock', 'indie pop', 'indie rock']",47,1995,1,0
3ad9733b42d5f9ec4eb68ff3fee12293,Turisas,Rasputin,Starred,turisas,rasputin,0W43LnKXzRivi0WPaoBLVO,1.0,True,0.5329999999999999,0.928,0.262,8.08e-05,161.925,-2.795,4.760000000000001e-05,0.0894,0.195,"['finnish metal', 'folk metal', 'melodic metal', 'metal', 'power metal', 'slavic folk metal', 'viking metal']",61,2007,1,0
3b70fb001a209bcbf18b986ed2b199c7,"Earth, Wind & Fire",After the Love Has Gone - Dave Pensado Mix,Mario Biondi – Mario Christmas,"earth, wind & fire",after the love has gone - dave pensado mix,1u5W2MmLUUZ4olQ9kVs9KI,1.0,True,0.7959999999999999,0.828,0.643,0.194,86.20299999999996,-10.199,0.000122,0.0438,0.067,"['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",27,1980,0,0
3b70fb001a209bcbf18b986ed2b199c7,Ingrid Michaelson,Be OK,Scelto dalla radio,ingrid michaelson,be ok,58jSGbni8xnVEi9xjDaqtK,1.0,True,0.26,0.0919,0.6940000000000001,0.593,104.986,-11.955,0.0,0.036,0.148,"['acoustic pop', 'ectofolk', 'indiecoustica', 'lilith', 'neo mellow', 'pop rock']",41,2008,1,0
3b70fb001a209bcbf18b986ed2b199c7,Modest Mouse,Float On,Scelto dalla radio,modest mouse,float on,5JIdzOHynj0wI8tpvd15Ug,1.0,True,0.54,0.857,0.404,0.000535,165.843,-5.278,0.195,0.0548,0.0994,"['alternative rock', 'double drumming', 'indie pop', 'indie rock', 'modern rock', 'rock', 'washington indie']",34,2000,0,0
3b70fb001a209bcbf18b986ed2b199c7,The xx,Stars,Scelto dalla radio,the xx,stars,33NysMbc4naLtmQyODcZxo,1.0,True,0.11,0.315,0.604,0.436,96.025,-9.042,0.732,0.0247,0.101,"['downtempo', 'dream pop', 'indietronica']",56,2013,0,0
3b93485b4f48da0580dc2a7050681a2d,Zedd,Clarity,Epos,zedd,clarity,2XWjPtKdi5sucFYtVav07d,1.0,True,0.248,0.693,0.745,0.339,98.039,-5.479,0.0,0.034,0.123,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",71,2019,0,0
3b93485b4f48da0580dc2a7050681a2d,Zedd,Epos,Epos,zedd,epos,2XWjPtKdi5sucFYtVav07d,2.0,True,0.248,0.693,0.745,0.339,98.039,-5.479,0.0,0.034,0.123,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",71,2019,0,0
3b93485b4f48da0580dc2a7050681a2d,Zedd,Epos,Zedd,zedd,epos,2XWjPtKdi5sucFYtVav07d,2.0,True,0.248,0.693,0.745,0.339,98.039,-5.479,0.0,0.034,0.123,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",71,2019,0,0
3baec2fbd6bfbc6726695252e6d29676,OneRepublic,Counting Stars,Starred,onerepublic,counting stars,1pfgsjmxVZhoZpeDx6POKv,1.0,True,0.508,0.804,0.6579999999999999,0.00463,120.047,-5.735,0.0,0.0377,0.178,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",70,2019,1,0
3c77df26152fdedee6055dd42108136a,Delirious?,"Lord, You Have My Heart - Cutting Edge Album Version",Liked from Radio,delirious?,"lord, you have my heart - cutting edge album version",1yowMNvS59dTccbZosir2o,1.0,True,0.503,0.498,0.384,0.537,94.82,-10.235,0.000112,0.0313,0.0759,"['ccm', 'christian alternative rock', 'christian music', 'uk worship', 'worship']",43,1995,1,0
3c91d4cac2eb5821f06d1e9050b64e1b,Jason Reeves,Photographs & Memories.,Starred,jason reeves,photographs & memories.,573EXMFHsEKPRSy08G91Sr,1.0,True,0.206,0.728,0.524,0.202,116.464,-3.86,0.0,0.0374,0.113,"['dance pop', 'idol', 'post-teen pop']",63,2010,1,0
3c974dde30f728134a0afd79f2e02c9a,Black Rebel Motorcycle Club,Need Some Air,Starred,black rebel motorcycle club,need some air,3pvTTAniXOLKWWtXn5sViP,1.0,True,0.114,0.71,0.441,0.000682,105.254,-5.488,0.134,0.0291,0.121,"['alternative rock', 'blues rock', 'dance-punk', 'garage rock', 'garage rock revival', 'indie rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",46,2001,0,0
3c974dde30f728134a0afd79f2e02c9a,Placebo,Loud Like Love,Starred,placebo,loud like love,5fVTi3rIiLvsEVYp0cRvaI,1.0,True,0.283,0.909,0.512,0.0975,155.139,-4.643,0.0002,0.104,0.0943,"['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'rock']",56,2006,0,0
3c974dde30f728134a0afd79f2e02c9a,The Prodigy,Smack My Bitch Up,Starred,the prodigy,smack my bitch up,6g7krsyHvkNzoIeHYPq36T,1.0,True,0.55,0.7859999999999999,0.574,0.0002,120.016,-8.322000000000001,0.7809999999999999,0.0681,0.333,"['big beat', 'breakbeat', 'hardcore techno', 'rave']",40,1997,0,0
3c974dde30f728134a0afd79f2e02c9a,The Strokes,Under Cover of Darkness,Starred,the strokes,under cover of darkness,7HxmrxySFNFu5ppnTDdNPv,1.0,True,0.531,0.755,0.631,0.32,124.958,-4.534,0.00481,0.0311,0.296,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",44,2006,1,0
3cf04203c953df5f7761b96002a48ed9,Astor Piazzolla,Milonga Del Angel,Alles was ich gerne mag,astor piazzolla,milonga del angel,7MGzL1lw6Wo3MYzU8LyZH7,1.0,True,0.645,0.421,0.522,0.939,128.203,-10.659,0.93,0.0328,0.108,"['bandoneon', 'latin classical', 'nuevo tango', 'tango']",0,1946,1,0
3cf04203c953df5f7761b96002a48ed9,John Legend,All of Me,Alles was ich gerne mag,john legend,all of me,78W3OjLt8Ugxaar3h9mY2j,1.0,True,0.4320000000000001,0.501,0.674,0.0364,133.974,-9.454,0.0,0.0394,0.0755,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",44,2008,1,0
3cf04203c953df5f7761b96002a48ed9,Madcon,Don't Worry (feat. Ray Dalton) - Radio Version,Alles was ich gerne mag,madcon,don't worry (feat. ray dalton) - radio version,4YeKAwFn69ehnciOfi7Sbf,1.0,True,0.431,0.7959999999999999,0.715,0.0284,129.04,-4.888999999999999,0.0,0.0534,0.0658,"['dance pop', 'norwegian hip hop', 'pop rap']",62,2009,0,0
3d05b98ef6318a7e517dae4f40ee5a07,Beach House,Myth,Liked from Radio,beach house,myth,7EWDXdu3BzLLCuAGrAx4RT,1.0,True,0.0662,0.45,0.166,0.536,142.243,-7.12,0.407,0.0305,0.0601,"['art pop', 'baltimore indie', 'chillwave', 'dream pop', 'freak folk', 'indie pop', 'indie rock', 'modern dream pop']",49,2015,1,0
3d05b98ef6318a7e517dae4f40ee5a07,Craft Spells,Party Talk,Liked from Radio,craft spells,party talk,5ozIJrlaCAf3g8MMyot483,1.0,True,0.7440000000000001,0.8740000000000001,0.609,0.0263,112.011,-3.889,4.99e-05,0.0293,0.328,"['chillwave', 'indie garage rock', 'indie pop', 'indie rock', 'nu gaze', 'shimmer pop']",53,2011,1,0
3d7c739651d8132f8511fefef6e49d19,David Bowie,Heroes - 1999 Remastered Version,Liked from Radio,david bowie,heroes - 1999 remastered version,6TtoDxmnJfBRgW8FlZViDz,1.0,True,0.33,0.474,0.6579999999999999,0.1639999999999999,108.486,-7.997000000000001,0.000149,0.0268,0.135,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'rock']",45,1999,1,0
3d94382eecc5de0c1afaa426fdc07528,Lenny Kravitz,Are You Gonna Go My Way,Starred,lenny kravitz,are you gonna go my way,3umt5o0TAOycqVfhqNW4I9,1.0,True,0.17,0.335,0.616,0.0103,138.00799999999998,-14.415,0.00823,0.0345,0.0675,"['permanent wave', 'pop rock', 'rock']",42,1993,0,0
3d94382eecc5de0c1afaa426fdc07528,The Script,Hall of Fame,Starred,the script,hall of fame,018Idkvf82hi44UZmIXiGB,1.0,True,0.361,0.398,0.444,0.799,79.874,-8.01,0.0,0.03,0.114,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",68,2018,1,0
3db0b89555c39e9eeb2405b1e6831a3a,Miguel,How Many Drinks?,Liked from Radio,miguel,how many drinks?,0XPlSuCVQ1nOhzTpFgnDSz,1.0,True,0.521,0.491,0.531,0.447,129.38,-5.47,0.0,0.042,0.0703,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",62,2019,0,0
3db0b89555c39e9eeb2405b1e6831a3a,Rihanna,Jump,Starred,rihanna,jump,0bHA8LApeZHv7ZlhVUWg8X,1.0,True,0.483,0.745,0.391,0.0497,78.205,-6.296,0.0,0.0884,0.329,"['barbadian pop', 'dance pop', 'pop', 'pop dance', 'post-teen pop', 'r&b', 'urban contemporary']",60,2015,1,0
3db793dea2d0ce83c1e277c5fd2cc7f9,Metallica,Whiskey In The Jar,Jörgen,metallica,whiskey in the jar,01LODLnhlfNphZ366BqKc0,1.0,True,0.345,0.951,0.5660000000000001,0.000101,128.304,-3.591,0.103,0.0464,0.266,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",51,2016,1,0
3dc3b25ccfa442be931f010b5936a2ff,Pet Shop Boys,West End Girls - 2001 Remastered Version,Liked from Radio,pet shop boys,west end girls - 2001 remastered version,7KAy8CJpjoSOVgRKUT6Vvq,1.0,True,0.322,0.848,0.612,0.000214,126.89,-5.902,0.1669999999999999,0.0306,0.235,"['art pop', 'dance pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",40,1988,1,0
3dc8de19ef748df486983952b753fad8,Alphaville,Forever Young,Liked from Radio,alphaville,forever young,3APq3iiagjTHWGLYjSZIaD,1.0,True,0.417,0.937,0.527,0.000428,137.145,-7.604,0.1369999999999999,0.0582,0.0758,"['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",32,1984,0,0
3dc8de19ef748df486983952b753fad8,Chet Baker,Like Someone In Love - Vocal,Liked from Radio,chet baker,like someone in love - vocal,0hdNrtu4z3lHfP4YQOZUny,1.0,True,0.425,0.22,0.578,0.9,80.325,-17.129,0.0033,0.0545,0.107,"['adult standards', 'bebop', 'cool jazz', 'jazz', 'jazz trumpet', 'vocal jazz']",49,2010,0,0
3dc8de19ef748df486983952b753fad8,Madonna,Into The Groove,Liked from Radio,madonna,into the groove,5HktkLHDbjA6LTyRTBEzHy,1.0,True,0.933,0.8909999999999999,0.637,0.0742,126.002,-4.138999999999999,0.0006219999999999,0.0345,0.0686,"['dance pop', 'pop']",54,2009,0,0
3e84f9839fff55bc44be892531438051,Aaron Shust,My Hope Is in You,I Will Follow,aaron shust,my hope is in you,5m0IsXTsXWxSbdltKmsKlI,1.0,True,0.38,0.8740000000000001,0.44,0.0236,149.998,-3.749,0.0,0.048,0.289,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'rock cristiano', 'world worship', 'worship']",47,2011,1,0
3e84f9839fff55bc44be892531438051,Chris Tomlin,I Will Follow,I Will Follow,chris tomlin,i will follow,1L4MQJhKyrw0XiF0n0C2hL,1.0,True,0.305,0.7909999999999999,0.586,0.255,96.033,-4.761,0.0,0.0346,0.112,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",64,2020,1,0
3e84f9839fff55bc44be892531438051,Jack Johnson,If I Had Eyes,Liked from Radio,jack johnson,if i had eyes,2eVKwKivluiYn67kLtZ3d7,1.0,True,0.6609999999999999,0.146,0.73,0.727,92.23,-11.937,0.000391,0.0351,0.104,['neo mellow'],61,2017,1,0
3e84f9839fff55bc44be892531438051,Matt Redman,"10,000 Reasons (Bless the Lord)","10,000 Reasons (Bless the Lord)",matt redman,"10,000 reasons (bless the lord)",3NNm7maZCjauZbXTsbXRj2,1.0,True,0.23,0.7140000000000001,0.364,0.0816,157.966,-7.125,1.02e-05,0.042,0.123,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'uk worship', 'world worship', 'worship']",40,2006,1,0
3e880f09656e02021ba4d5653f6b2853,Raphael Saadiq,Good Man,Hot Day,raphael saadiq,good man,2OPANrnimcwWcVQuDk8ibD,1.0,True,0.927,0.8759999999999999,0.895,0.436,109.724,-5.073,0.0,0.0394,0.0557,"['funk', 'hip hop', 'indie soul', 'neo soul', 'r&b', 'soul', 'urban contemporary']",46,2008,0,0
3ef3fc1559913526dc720ab639702e91,Avicii,The Days,Starred,avicii,the days,5NrMikgEMND5TPk18t8qkb,1.0,True,0.244,0.978,0.639,0.0186,128.056,-2.4090000000000003,0.0818,0.0463,0.371,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",48,2011,1,0
3ef3fc1559913526dc720ab639702e91,Ed Sheeran,I See Fire,Starred,ed sheeran,i see fire,4QPEwDdOMhY7rNS05mTyMR,1.0,True,0.359,0.7809999999999999,0.8170000000000001,0.00838,104.0,-4.178,5.21e-06,0.112,0.123,"['grime', 'uk hip hop']",76,2019,0,0
3ef3fc1559913526dc720ab639702e91,John Legend,All of Me,Starred,john legend,all of me,78W3OjLt8Ugxaar3h9mY2j,1.0,True,0.4320000000000001,0.501,0.674,0.0364,133.974,-9.454,0.0,0.0394,0.0755,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",44,2008,1,0
3ef3fc1559913526dc720ab639702e91,Various Artists,Born Slippy,Starred,various artists,born slippy,69PPaXno1AY7y245DRvkKO,1.0,True,0.272,0.055,0.315,0.898,115.89,-30.308000000000003,0.977,0.0381,0.119,[],36,1998,1,0
3f3803e6dccaa40eaed7e1159df8db21,New Order,Vicious Streak,New Order — Vicious Streak,new order,vicious streak,5rvY5aFTSvQAo2VNUR1Fxy,1.0,True,0.8490000000000001,0.713,0.792,0.000611,130.418,-9.199,0.845,0.0539,0.0855,"['art rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'synthpop', 'uk post-punk']",52,2011,1,0
3f4782ca0c14c959cf4c48db4d2518a3,Eagles Of Death Metal,Miss Alissa,Good Music,eagles of death metal,miss alissa,5D1oPeuU4sGUwI5obM4bKZ,1.0,True,0.901,0.944,0.5479999999999999,0.593,173.86900000000003,-3.208,0.00155,0.119,0.103,"['alternative rock', 'blues rock', 'garage rock', 'garage rock revival', 'modern blues rock', 'modern rock', 'palm desert scene', 'punk blues', 'rock']",42,2004,1,0
3f4782ca0c14c959cf4c48db4d2518a3,ItaloBrothers,This Is Nightlife - Video Edit,Good Music,italobrothers,this is nightlife - video edit,6h7otZE1lZfWkynZKUcCqq,1.0,True,0.197,0.924,0.605,0.0429,150.037,-5.358,0.0,0.408,0.0743,"['dance pop', 'edm', 'europop', 'hands up', 'italo dance', 'pop dance']",58,2012,1,0
3f4782ca0c14c959cf4c48db4d2518a3,Milky Chance,Stolen Dance,Good Music,milky chance,stolen dance,4FkPNu2JHFDJgEsM8y8ve1,1.0,True,0.894,0.8109999999999999,0.733,0.102,98.012,-7.745,0.0,0.046,0.195,['german pop'],47,2014,1,0
3f4782ca0c14c959cf4c48db4d2518a3,Romeo Santos,Propuesta Indecente,Good Music,romeo santos,propuesta indecente,2j5dy9SzXdQ71Y2jgtiFAJ,1.0,True,0.499,0.879,0.574,0.753,125.284,-2.336,3.54e-06,0.0387,0.952,"['bachata', 'latin', 'latin pop', 'salsa choke', 'tropical']",59,2013,1,0
3fa411088387394c9a5e1eed71e0ad65,Showtek,Go Showtek,Starred,showtek,go showtek,4O799OM270z43L7pKzNqrt,1.0,True,0.184,0.906,0.5870000000000001,0.000212,127.98,-4.655,0.944,0.0419,0.104,"['big room', 'classic hardstyle', 'deep big room', 'edm', 'electro house', 'euphoric hardstyle', 'pop dance', 'progressive electro house']",57,2013,0,0
406e06947816f8944c14e612b82c8f9a,Zoé,Soñe,Starred,zoé,soñe,5WsHtvVnbfY17VNF93rQ7w,1.0,True,0.343,0.7020000000000001,0.542,0.659,91.354,-8.605,0.0281,0.0533,0.313,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",58,2008,1,0
406e06947816f8944c14e612b82c8f9a,a-ha,The Sun Always Shines On TV,Starred,a-ha,the sun always shines on tv,4tWe3Fr8HrQPq2iFOpEGZs,1.0,True,0.8290000000000001,0.78,0.6940000000000001,0.121,120.266,-7.872000000000001,0.00157,0.0267,0.114,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",51,2004,0,0
4164fc31cbefd8364c471a0b8667213a,Bill Withers,Ain't No Sunshine - Single Version,jazzy,bill withers,ain't no sunshine - single version,7kWaNdfYcumoC1cgFmhkSo,1.0,True,0.46,0.371,0.47,0.498,76.458,-12.892,4.58e-06,0.13,0.102,"['funk', 'motown', 'quiet storm', 'soul']",41,1994,0,0
4164fc31cbefd8364c471a0b8667213a,Kid Cudi,Make Her Say,Liked from Radio,kid cudi,make her say,6fqmq4QmtyGhYYx2erQtXG,1.0,True,0.7020000000000001,0.848,0.62,0.0109,102.795,-4.989,0.000337,0.0262,0.213,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",50,2015,1,1
4164fc31cbefd8364c471a0b8667213a,Martha Reeves & The Vandellas,Dancing In The Street - Single Version,jazzy,martha reeves & the vandellas,dancing in the street - single version,29rSkmGJ88Khmd8LqHHTQG,1.0,True,0.789,0.769,0.522,0.0126,125.752,-8.693999999999999,9.75e-05,0.0362,0.103,"['brill building pop', 'classic girl group', 'classic soul', 'motown', 'quiet storm', 'soul']",21,1984,1,0
4164fc31cbefd8364c471a0b8667213a,The Isley Brothers,Summer Breeze,jazzy,the isley brothers,summer breeze,6k0GXtn49Ga6kfA8ZvLtVX,1.0,True,0.71,0.417,0.684,0.618,102.756,-9.591,6.2e-05,0.0487,0.107,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",38,2004,0,0
419036045e9533b1c9040860dd9e663d,Jacques Brel,Ne me quitte pas,My Shazam Tracks,jacques brel,ne me quitte pas,2cX2lWZxOtsSI755rxKOv0,1.0,True,0.413,0.443,0.443,0.726,145.81799999999996,-6.738,3.8e-05,0.0303,0.103,"['belgian singer-songwriter', 'chanson', 'french pop', 'french rock']",35,1968,1,0
41c697925367c550a2fd8d34e4da7e77,Joey Bada$$,Waves,Liked from Radio,joey bada$$,waves,5jJYJthaXUdkHKmiS6TuXe,1.0,True,0.267,0.606,0.784,0.003,118.965,-7.726,0.0,0.125,0.101,"['hip hop', 'rap', 'underground hip hop']",60,2019,1,1
